,Unnamed: 0,readable,uganda-2019,uganda-2020,uganda-2021,uganda-2022,uganda-2023,all,stripped
0,0,"Isaac Shinyekwa, the head of Trade and Regional Integration Department at the Makerere University-based Economic Policy Research Centre (EPRC), however, said the decision is welcome arguing that there is no country in the world that has developed without protecting its local firms.
",1,0,0,0,0,1,isaac shinyekwa head trade regional integration department makerere university base economic policy research centre eprc however say decision welcome argue country world develop without protect local firm
1,1,"We already did this in Kampala.
",1,0,0,0,0,1,already kampala
2,2,"The two-year project, launched in Masaka on Wednesday, aims at improving the livelihoods of fishing communities, especially women and youths.
",1,0,0,0,0,1,two year project launch masaka wednesday aim improve livelihood fishing community especially woman youth
3,3,"I do not have to talk of Karamoja because for that area, there was no attempt to introduce any cash crop at all.
",1,0,0,0,0,1,talk karamoja area attempt introduce cash crop
4,4,"Alebtong District Woman MP, Christine Ayo Acen says that Members of Parliament cannot be compared to other civil servants since they are elected representatives and their constituents have different expectations from them.
",1,0,0,0,0,1,alebtong district woman mp christine ayo acen say member parliament compare civil servant since elect representative constituent different expectation
5,5,"Ruan said that Tecno is selling 25 million units of phones in East Africa and Uganda takes between three and four million phones.
",1,0,0,0,0,1,ruan say tecno sell million unit phone east africa uganda take three four million phone
6,6,"Uganda is also moving towards commercial oil production and yet the International Panel on Climate Change (IPCC) data shows that fossil fuels such as oil will increase climate change through pollution and add to greenhouse gas emissions.
",1,0,0,0,0,1,uganda move towards commercial oil production yet international panel climate change ipcc datum show fossil fuel oil increase climate change pollution add greenhouse gas emission
7,7,"The impact is getting visible with fewer earnings from Rwanda.
",1,0,0,0,0,1,impact get visible few earning rwanda
8,8,"The consignment has since been returned after Uganda’s attorney general William Byaruhanga said AGR had lawfully imported the gold.
",1,0,0,0,0,1,consignment since return uganda attorney general william byaruhanga say agr lawfully import gold
9,9,"In the same statement, Uganda bizarrely said it “objects to any foreign interference into the domestic affairs of other countries [Hong Kong and China].
",1,0,0,0,0,1,statement uganda bizarrely say object foreign interference domestic affair country hong kong china
10,10,"He doesn't mind to mention Somalia because in his own eyes there will be no consequence to Uganda.
",1,0,0,0,0,1, mind mention somalia eye consequence uganda
11,11,"The Sahiwal breed thrives well in arid and semi-arid areas such as Karamoja.
",1,0,0,0,0,1,sahiwal breed thrive well arid semi arid area karamoja
12,12,"Today, President Yoweri Museveni commissioned three assembly lines employing 100 Ugandans and assembling 500 pieces of 2G Analog Phones fitted with blue tooth, Camera and a Low Emission Diode bulbs or torch and branded Made in Uganda.
",1,0,0,0,0,1,today president yoweri museveni commission three assembly line employ ugandan assemble piece analog phone fit blue tooth camera low emission diode bulb torch brand make uganda
13,13,"“It is good to rebase because it helps a country to know the resources it has and this facilitates a country’s planning,” said Paul Lakuma; a Research Fellow at the Macroeconomic department at the Economic Policy research Centre, Makerere University, “If a country doesn’t know the resources that it has, it may even end up borrowing money abroad that would have been sourced locally.
",1,0,0,0,0,1,good rebase help country know resource facilitate country planning say paul lakuma research fellow macroeconomic department economic policy research centre makerere university country know resource may even end borrow money abroad would source locally
14,14,"It will also traverse gently undulating grass and farmland, hills with open plateaus, open grassland, wetlands in Gomba and Ssembabule districts and a relatively flat landscape towards Mutukula near the border with Tanzania.
",1,0,0,0,0,1,traverse gently undulate grass farmland hill open plateaus open grassland wetland gomba ssembabule district relatively flat landscape towards mutukula near border tanzania
15,15,"✳ Because of challenges, Uganda’s private sector is dominated by fewer than 30 large-scale firms, which control more than half of all manufacturing and processing.
",1,0,0,0,0,1,challenge uganda private sector dominate few large scale firm control half manufacturing processing
16,16,"At the end of November, President Museveni again met Total E&P top executives at State House Entebbe.
",1,0,0,0,0,1,end november president museveni meet total p top executive state house entebbe
17,17,"I have land in Kisozi.
",1,0,0,0,0,1,land kisozi
18,18,"Stephen Ssebunya, the Mutukula town council chairperson complained to police about the continued unauthorized movement uninspected cattle in the area.
",1,0,0,0,0,1,stephen ssebunya mutukula town council chairperson complain police continue unauthorized movement uninspecte cattle area
19,19,"On Wednesday October 28, Sophia arrived at Murchison National Park together with two fellow students and their tour guide, also driver; they had met in Kampala.
",1,0,0,0,0,1,wednesday october sophia arrive murchison national park together two fellow student tour guide driver meet kampala
20,20,"“There are 10 sub-counties in Sebei where there is neither a primary nor secondary school.
",1,0,0,0,0,1,sub county sebei neither primary secondary school
21,21,"She says that the visit was interrupted by a communication from the Ministry of Finance Permanent Secretary Keith Muhakanizi to the Speaker of Parliament to stop MPs from going to Lubowa hospital.
",1,0,0,0,0,1,say visit interrupt communication ministry finance permanent secretary keith muhakanizi speaker parliament stop mp go lubowa hospital
22,22,"The National Environment Management Authority (NEMA) has defended the ongoing rice growing and sand mining activities in Lwera wetland despite uproar from area leaders, civil society organizations and the general public.
",1,0,0,0,0,1,national environment management authority nema defend ongoing rice grow sand mining activity lwera wetland despite uproar area leader civil society organization general public
23,23,"For example, Kigezi Bank of Commerce which we had started to help in developing Kigezi area struggled to remain open when the minimum capital required was increased from 2 billion to 5 billion.
",1,0,0,0,0,1,example kigezi bank commerce start help develop kigezi area struggle remain open minimum capital require increase billion billion
24,24,"Having listened to Achola and one Christine Nyaketcho’s ordeals in Tororo last week, the head of office of the Austrian Development Agency, Dr Roswitha Kremser, said: “The testimonies of the two young ladies are very sad moments for me.
",1,0,0,0,0,1,listen achola one christine nyaketcho ordeal tororo last week head office austrian development agency dr roswitha kremser say testimony two young lady sad moment
25,25,"Statistics from FAO show that more than 1,500 households benefited from the project, far higher than the planned target of 900 households in Moyo and Yumbe Districts.
",1,0,0,0,0,1,statistic fao show household benefit project far high plan target household moyo yumbe district
26,26,"Hugo is said to have collaborated with the then former Nakapiripirit mayor, Hillary Topoh and the area LC 1 charmin Kalisto Lokol.
",1,0,0,0,0,1,hugo say collaborate former nakapiripirit mayor hillary topoh area lc charmin kalisto lokol
27,27,"In Uganda, smaller farmers are still facing a raft of challenges, which begs intervention of government to help them.
",1,0,0,0,0,1,uganda small farmer still face raft challenge beg intervention government help
28,28,"He said this while speaking at Soni-Kainja primary school play grounds in Kirewa Sub County, Tororo district during a fund-raising drive to complete the construction of St Maria Gorreti Church on Tuesday.
",1,0,0,0,0,1,say speak soni kainja primary school play ground kirewa sub county tororo district fund raising drive complete construction st maria gorreti church tuesday
29,29,"“The Government of Uganda considers the shooting incident a grave matter and that although the latest victim is Rwandan, it constitutes a pattern of reckless and high-handed acts on the part of Rwanda security personnel, against simple, ordinary people that live along the common border.
",1,0,0,0,0,1,government uganda consider shooting incident grave matter although late victim rwandan constitute pattern reckless high hand act part rwanda security personnel simple ordinary people live along common border
30,30,"Pian Upe game reserve in Nakapiripirit district is among the very few Ugandan wildlife sanctuaries I have not visited.
",1,0,0,0,0,1,pian upe game reserve nakapiripirit district among ugandan wildlife sanctuary visit
31,31,"He also rents an office at Ham towers in Wandegeya for those who cannot come to ghettos of Namungoona.
",1,0,0,0,0,1,rent office ham tower wandegeya come ghetto namungoona
32,32,"After the shooting he ran back into Uganda territory for his safety.
",1,0,0,0,0,1,shooting run back uganda territory safety
33,33,"Fish farmers mainly those dealing in cage fish farming and ponds within Namayingo district have also reported death of tilapia, citing a strange illness which spreads on a high rate as the fish reproduces.
",1,0,0,0,0,1,fish farmer mainly deal cage fish farming pond within namayingo district report death tilapia cite strange illness spread high rate fish reproduce
34,34,"Like earlier noted, Uganda’s government still looked at this money as an earning.
",1,0,0,0,0,1,like early note uganda government still look money earning
35,35,"“I dropped out of school and started working at a food factory in Tororo where a loader impregnated me.
",1,0,0,0,0,1,drop school start work food factory tororo loader impregnate
36,36,"According to Ssali, the African Development Bank and African Development Fund signed the final contract for the construction of Mpigi expressway with UNRA and the said joint venture on June 18, 2019.
",1,0,0,0,0,1,accord ssali african development bank african development fund sign final contract construction mpigi expressway unra say joint venture june
37,37,"He says the suspects reportedly sold 16 bullets each at 5,000 shillings to a lady identified only as Irene, a resident of Lajang village in Pajimo parish in Labongo Akwang sub county on unknown day.
",1,0,0,0,0,1,say suspect reportedly sell bullet shilling lady identify irene resident lajang village pajimo parish labongo akwang sub county unknown day
38,38,"The cathedral will be built to commemorate 100 years of the Orthodox Church in Uganda.
",1,0,0,0,0,1,cathedral build commemorate year orthodox church uganda
39,39,"The first time I visited the USA in October 1987, on the invitation of President Ronald Reagan, I was 43 years old and my personal journey had already reached the climax as President of Uganda.
",1,0,0,0,0,1,first time visit usa october invitation president ronald reagan year old personal journey already reach climax president uganda
40,40,"My elderly father grows coffee on a number of acres in Buddu.
",1,0,0,0,0,1,elderly father grow coffee number acre buddu
41,41,"There are 38 species worldwide and 2 species which occur in Uganda.
",1,0,0,0,0,1,specie worldwide specie occur uganda
42,42,"“In the past six years, we have embarked on a number of projects, key among which is the restoration of Kasubi royal tombs.
",1,0,0,0,0,1,past six year embark number project key among restoration kasubi royal tomb
43,43,"Dorcas Chalain, the Amudat district vice chairperson, says she is surprised with the development since her people have been eating the same porridge for long without any problem.
",1,0,0,0,0,1,dorcas chalain amudat district vice chairperson say surprised development since people eat porridge long without problem
44,44,"Amelia Kyambadde said; “Under my ministry, it was an overload but KMC managed to register major milestones that included the construction and installation of a 3.7km-long 33kV medium-voltage electricity line connecting the Kiira Vehicle Plant to the national electricity grid and installation of a 5.4km long 6- inch pipeline connecting the plant site to the Jinja municipal water supply system among others.
",1,0,0,0,0,1,amelia kyambadde say ministry overload kmc manage register major milestone include construction installation km long kv medium voltage electricity line connect kiira vehicle plant national electricity grid installation km long inch pipeline connect plant site jinja municipal water supply system among other
45,45,"The values espoused in Obuntubulamu and its derivatives in different cultural backgrounds in Uganda are reflective of the Sustainable Development Goals and particularly Goal 16 on Peace, Justice and Strong Institutions.
",1,0,0,0,0,1,value espouse obuntubulamu derivative different cultural background uganda reflective sustainable development goal particularly goal peace justice strong institution
46,46,"Florence Acan, another tomatoes supplier from Bweyale, says that besides the unreliable payment by the middlemen, they also harass and intimidate them.
",1,0,0,0,0,1,florence acan another tomato supplier bweyale say besides unreliable payment middleman harass intimidate
47,47,"The Uganda Land Commission of Inquiry was constituted in 2016 by President Yoweri Museveni to investigate and inquire into the law, processes and procedures by which land is administered and registered in Uganda among other roles.
",1,0,0,0,0,1,uganda land commission inquiry constitute president yoweri museveni investigate inquire law process procedure land administer register uganda among role
48,48,"He explains that Jan Mangul hijacked some of the required procedures into the acquisition of the mining lease, something he notes disadvantaged its production in Moroto.
",1,0,0,0,0,1,explain jan mangul hijack require procedure acquisition mining lease something note disadvantage production moroto
49,49,"According to Western reports and Korean and Chinese records, the Japanese were brutal.
",1,0,0,0,0,1,accord western report korean chinese record japanese brutal
50,50,"Uganda’s tourism earnings had tipped USD 1.4 billion in 2017, making the sector the biggest forex exchange earner above coffee earnings and diaspora remittances.
",1,0,0,0,0,1,uganda tourism earning tip usd billion make sector big forex exchange earner coffee earning diaspora remittance
51,51,"For eight years, Mayuge-based Malongo Ark Peas High School has been operating without Advanced level (S5 and S6).
",1,0,0,0,0,1,eight year mayuge base malongo ark peas high school operate without advanced level
52,52,"The geographic disaggregation of PEAS shows that spending favors the Northern Region.
",1,0,0,0,0,1,geographic disaggregation pea show spending favor northern region
53,53,"More than anything, business must make profit, but you cannot make any profit if the production costs are this high,” Yoweri Museveni, President of the Republic of Uganda.
",1,0,0,0,0,1,anything business must make profit make profit production cost high yoweri museveni president republic uganda
54,54,"Uganda had plenty of possession in both halves and often threatened to score without managing to put the ball in the net.
",1,0,0,0,0,1,uganda plenty possession half often threaten score without manage put ball net
55,55,"I have seen several districts that are getting municipalities and yet they cannot even measure up to the development in Luweero district.
",1,0,0,0,0,1,see several district get municipality yet even measure development luweero district
56,56,"The commercial diplomacy program that is being implemented by Ministry of Foreign Affairs to enhance the capacity of Uganda’s missions abroad to promote Uganda’s exports, tourism and investment potentials is a welcome move.
",1,0,0,0,0,1,commercial diplomacy program implement ministry foreign affair enhance capacity uganda mission abroad promote uganda export tourism investment potential welcome move
57,57,"Many countries like Uganda look at tourism not just as attracting tourists but as a platform which supports economic growth.
",1,0,0,0,0,1,many country like uganda look tourism attract tourist platform support economic growth
58,58,"Somalia could be categorised as a failed state today, but 46 years ago it mediated in a peace deal to prevent Uganda and her southern neighbour Tanzania from going to war (Mogadishu Peace Accord of 1972).
",1,0,0,0,0,1,somalia could categorise fail state today year ago mediate peace deal prevent uganda southern neighbour tanzania go war mogadishu peace accord
59,59,"Lomukele also revealed that the same land grabbers dragged him to court in Nakapiripirit and used their powers including claims about the purported death of his father in order to win the case.
",1,0,0,0,0,1,lomukele reveal land grabber drag court nakapiripirit use power include claim purport death father order win case
60,60,"In Uganda, the 1998 Land Act recreated feudal relations in agriculture.
",1,0,0,0,0,1,uganda land act recreate feudal relation agriculture
61,61,"COMMENT | Joseph Kiirya | Dairy is one of the few sectors witnessing a positive response in recent years to the Uganda government policy to commercialize agriculture.
",1,0,0,0,0,1,comment joseph kiirya dairy one sector witness positive response recent year uganda government policy commercialize agriculture
62,62,"Members of the forum led by Toroma County MP, Joseph Andrew Koluo, told Kadaga that there is hardly any food in Toroma due to prolonged drought in the months of February up until the rains began in the month of May.
",1,0,0,0,0,1,member forum lead toroma county mp joseph andrew koluo tell kadaga hardly food toroma due prolonged drought month february rain begin month may
63,63,"The Chinese ambassador to Uganda, Zheng Zhuqiang said that China holds Uganda high as its development partner, the more reason that China continues to fund and support several development projects in the country.
",1,0,0,0,0,1,chinese ambassador uganda zheng zhuqiang say china hold uganda high development partner reason china continue fund support several development project country
64,64,"Locally, Xsabo brand is mainly associated with the pilot solar power park in Kabulasoke that was commissioned by President Yoweri Museveni early this month.
",1,0,0,0,0,1,locally xsabo brand mainly associate pilot solar power park kabulasoke commission president yoweri museveni early month
65,65,"However, evidence gathered by the Ministry of Health Surveillance teams shows that 85 per cent of the people living in Kampala who tested positive for malaria had travelled to a district outside the city.
",1,0,0,0,0,1,however evidence gather ministry health surveillance team show per cent people live kampala test positive malaria travel district outside city
66,66,"In the same month, on May 8, Uganda unveiled five oil blocks for competitive licensing for exploration and development.
",1,0,0,0,0,1,month may uganda unveil five oil block competitive licensing exploration development
67,67,"Through the MoU both communities on the Kenya and Ugandan sides can now harness opportunities for better cooperation, close coordination and peaceful coexistence.
",1,0,0,0,0,1,mou community kenya ugandan side harness opportunity well cooperation close coordination peaceful coexistence
68,68,"He reiterated that creating jobs in Public Service cannot cater for all the people in Uganda and hence the necessity of starting projects that create wealth for them and help others to get employment.
",1,0,0,0,0,1,reiterate create job public service cater people uganda hence necessity start project create wealth help other get employment
69,69,"He said it was unfortunate that foreign companies were using the present environment to grab land and minerals from Karamoja unchecked.
",1,0,0,0,0,1,say unfortunate foreign company use present environment grab land mineral karamoja unchecked
70,70,"Dr Ampaire was speaking during a media meeting held this morning ahead of the World Sight Day at the Ministry of Health headquarters in Kampala.
",1,0,0,0,0,1,dr ampaire speak media meeting hold morning ahead world sight day ministry health headquarters kampala
71,71,"This followed the death of three people and hospitalization of over 200 people from napaka and Amudat in karamoja region after consuming the super cereal fortified food that was supplied by the world food program.
",1,0,0,0,0,1,follow death three people hospitalization people napaka amudat karamoja region consume super cereal fortify food supply world food program
72,72,"Recently, our commander in chief crowned it all off by sending a thief and thief protector to catch another by ordering the same police to clamp down on all illegal gold dealers in Kampala, but we all know how this story will end.
",1,0,0,0,0,1,recently commander chief crown send thief thief protector catch another order police clamp illegal gold dealer kampala know story end
73,73,"Speaking at the report launch on Nov.29 in Kampala, Muhumuza and Akumu said other findings according to the report had to do with difficulty of valuing land for compensation, weaknesses regarding dispute resolution mechanisms and the effects of gender and cultural norms.
",1,0,0,0,0,1,speak report launch nov kampala muhumuza akumu say finding accord report difficulty value land compensation weakness regard dispute resolution mechanism effect gender cultural norm
74,74,"Amidst these developments, Uganda has been mapped as the most vulnerable country to climate change with limited capacity to cope.
",1,0,0,0,0,1,amidst development uganda map vulnerable country climate change limited capacity cope
75,75,"A graduate of Political Science from Makerere University, Kasamba chaired the Parliamentary Committee on Agriculture for most of the three terms he served as Kakuuto MP from 2001 to 2016.
",1,0,0,0,0,1,graduate political science makerere university kasamba chair parliamentary committee agriculture three term serve kakuuto mp
76,76,"Okoyo was not in office but the Wamala region police spokesman Norbert Ochom told NTV on Monday that they have so far arrested four people including Kaweesi’s manager and a security guard.
",1,0,0,0,0,1,okoyo office wamala region police spokesman norbert ochom tell ntv monday far arrest four people include kaweesi manager security guard
77,77,"So, to close the common market gap, WAFICOS and KCCA have mobilized and set up a live fish sale outlet at Wandegeya market, Wadunde explained.
",1,0,0,0,0,1,close common market gap wafico kcca mobilize set live fish sale outlet wandegeya market wadunde explain
78,78,"Museveni invited Bahati, Opondo and Bagiire to back him up.
",1,0,0,0,0,1,museveni invite bahati opondo bagiire back
79,79,"They are some of the relatively young crop of modern artists who continue to join Uganda’s frustratingly slow-growing fine art scene.
",1,0,0,0,0,1,relatively young crop modern artist continue join uganda frustratingly slow grow fine art scene
80,80,"Uganda’s strategy, Muloni said, seeks to optimize the investment benefits from the petroleum sector in order to develop durable sustainable infrastructure and technology that will facilitate investments in renewable sources of energy.
",1,0,0,0,0,1,uganda strategy muloni say seek optimize investment benefit petroleum sector order develop durable sustainable infrastructure technology facilitate investment renewable source energy
81,81,"The workshop in Bugembe serves the whole of eastern region as well as Karamoja.
",1,0,0,0,0,1,workshop bugembe serve whole eastern region well karamoja
82,82,"About 208,000 people are employed in the sector in Uganda and the number could rise to 522,000 by 2030.
",1,0,0,0,0,1, people employ sector uganda number could rise 
83,83,"The Bunyoro Region, like the whole of Uganda, has been here for the last 4½ million years since the human being evolved from apes and became homo- sapien- sapien (the wise man).
",1,0,0,0,0,1,bunyoro region like whole uganda last million year since human evolve ape become homo sapien sapien wise man
84,84,"As of February 2019, Uganda is the third largest refugee-hosting country in the world with a total of 1,223,003 refugees.
",1,0,0,0,0,1,february uganda third large refugee host country world total refugee
85,85,"Kutesa was responding to a concern raised by Kawempe North Member of Parliament Latif Ssebaggala during a meeting with Parliament’s Foreign Affairs Committee on the financial year 2019/2020 budget framework paper.
",1,0,0,0,0,1,kutesa respond concern raise kawempe north member parliament latif ssebaggala meeting parliament foreign affair committee financial year budget framework paper
86,86,"This is not the first time Guangzhou Dongsong Energy Group is embroiled in a controversy in Uganda.
",1,0,0,0,0,1,first time guangzhou dongsong energy group embroil controversy uganda
87,87,"Attilio Pacifici, the European Union Ambassador to Uganda says that the grant is part of their broader financial contribution towards the Global Climate Change Alliance-GCCA Project, in which they support developing countries to build communities that are resilient to climate change effects.
",1,0,0,0,0,1,attilio pacifici european union ambassador uganda say grant part broad financial contribution towards global climate change alliance gcca project support develop country build community resilient climate change effect
88,88,"Kasande said besides international oil prices, the two other factors that make investing in exploration in oil and gas frontier basins like Uganda are legislation and potential of the blocks.
",1,0,0,0,0,1,kasande say besides international oil price two factor make invest exploration oil gas frontier basin like uganda legislation potential block
89,89,"“Mzee Athiyo is one of our heroes in Karamoja.
",1,0,0,0,0,1,mzee athiyo one hero karamoja
90,90,"That is to say, unchecked moral decline has a devastating and corrosive effect on the socio-economic and political life of nations, Uganda included.
",1,0,0,0,0,1,say unchecked moral decline devastating corrosive effect socio economic political life nation uganda include
